"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"12:12:59.3049829 PM","loader2.exe","572","Load Image","C:\Windows\System32\cryptsp.dll","SUCCESS","Image Base: 0x7fff53140000, Image Size: 0x18000"
"12:12:59.3050985 PM","loader2.exe","572","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"12:12:59.3051060 PM","loader2.exe","572","RegOpenKey","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider Types\Type 001","SUCCESS","Desired Access: Read"
"12:12:59.3051192 PM","loader2.exe","572","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider Types\Type 001\Name","BUFFER OVERFLOW","Length: 12"
"12:12:59.3051265 PM","loader2.exe","572","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider Types\Type 001\Name","SUCCESS","Type: REG_SZ, Length: 80, Data: Microsoft Strong Cryptographic Provider"
"12:12:59.3051400 PM","loader2.exe","572","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider Types\Type 001\Name","BUFFER OVERFLOW","Length: 52"
"12:12:59.3051455 PM","loader2.exe","572","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider Types\Type 001\Name","SUCCESS","Type: REG_SZ, Length: 80, Data: Microsoft Strong Cryptographic Provider"
"12:12:59.3051523 PM","loader2.exe","572","RegCloseKey","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider Types\Type 001","SUCCESS",""
"12:12:59.3051582 PM","loader2.exe","572","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"12:12:59.3051634 PM","loader2.exe","572","RegOpenKey","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider\Microsoft Strong Cryptographic Provider","SUCCESS","Desired Access: Read"
"12:12:59.3051733 PM","loader2.exe","572","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider\Microsoft Strong Cryptographic Provider\Type","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"12:12:59.3051793 PM","loader2.exe","572","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider\Microsoft Strong Cryptographic Provider\Image Path","BUFFER OVERFLOW","Length: 12"
"12:12:59.3051844 PM","loader2.exe","572","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider\Microsoft Strong Cryptographic Provider\Image Path","SUCCESS","Type: REG_SZ, Length: 66, Data: %SystemRoot%\system32\rsaenh.dll"
"12:12:59.3051899 PM","loader2.exe","572","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider\Microsoft Strong Cryptographic Provider\Image Path","BUFFER OVERFLOW","Length: 45"
"12:12:59.3051949 PM","loader2.exe","572","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider\Microsoft Strong Cryptographic Provider\Image Path","SUCCESS","Type: REG_SZ, Length: 66, Data: %SystemRoot%\system32\rsaenh.dll"
"12:12:59.3052909 PM","loader2.exe","572","Load Image","C:\Windows\System32\rsaenh.dll","SUCCESS","Image Base: 0x7fff52870000, Image Size: 0x38000"
"12:12:59.3054530 PM","loader2.exe","572","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"12:12:59.3054599 PM","loader2.exe","572","RegOpenKey","HKLM\Software\Policies\Microsoft\Cryptography","SUCCESS","Desired Access: Read"
"12:12:59.3054730 PM","loader2.exe","572","RegSetInfoKey","HKLM\SOFTWARE\Policies\Microsoft\Cryptography","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"12:12:59.3054794 PM","loader2.exe","572","RegQueryValue","HKLM\SOFTWARE\Policies\Microsoft\Cryptography\PrivKeyCacheMaxItems","NAME NOT FOUND","Length: 16"
"12:12:59.3054856 PM","loader2.exe","572","RegQueryValue","HKLM\SOFTWARE\Policies\Microsoft\Cryptography\PrivKeyCachePurgeIntervalSeconds","NAME NOT FOUND","Length: 16"
"12:12:59.3054916 PM","loader2.exe","572","RegQueryValue","HKLM\SOFTWARE\Policies\Microsoft\Cryptography\PrivateKeyLifetimeSeconds","NAME NOT FOUND","Length: 16"
"12:12:59.3054979 PM","loader2.exe","572","RegCloseKey","HKLM\SOFTWARE\Policies\Microsoft\Cryptography","SUCCESS",""
"12:12:59.3055093 PM","loader2.exe","572","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"12:12:59.3055150 PM","loader2.exe","572","RegOpenKey","HKLM\Software\Microsoft\Cryptography","SUCCESS","Desired Access: Read"
"12:12:59.3055223 PM","loader2.exe","572","RegSetInfoKey","HKLM\SOFTWARE\Microsoft\Cryptography","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"12:12:59.3055274 PM","loader2.exe","572","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\MachineGuid","BUFFER OVERFLOW","Length: 12"
"12:12:59.3055353 PM","loader2.exe","572","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\MachineGuid","SUCCESS","Type: REG_SZ, Length: 74, Data: a5df40cc-42dd-4695-8406-718b30e1f65f"
"12:12:59.3055419 PM","loader2.exe","572","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\MachineGuid","BUFFER OVERFLOW","Length: 49"
"12:12:59.3055483 PM","loader2.exe","572","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\MachineGuid","SUCCESS","Type: REG_SZ, Length: 74, Data: a5df40cc-42dd-4695-8406-718b30e1f65f"
"12:12:59.3055585 PM","loader2.exe","572","RegCloseKey","HKLM\SOFTWARE\Microsoft\Cryptography","SUCCESS",""
"12:12:59.3055653 PM","loader2.exe","572","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"12:12:59.3055709 PM","loader2.exe","572","RegOpenKey","HKLM\Software\Microsoft\Cryptography\Offload","NAME NOT FOUND","Desired Access: Read"
"12:12:59.3055951 PM","loader2.exe","572","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions\000603xx","SUCCESS","Type: REG_SZ, Length: 26, Data: kernel32.dll"
"12:12:59.3056834 PM","loader2.exe","572","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Ids","REPARSE","Desired Access: Read"
"12:12:59.3056913 PM","loader2.exe","572","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Ids","SUCCESS","Desired Access: Read"
"12:12:59.3058167 PM","loader2.exe","572","Load Image","C:\Windows\System32\cryptbase.dll","SUCCESS","Image Base: 0x7fff53160000, Image Size: 0xc000"
"12:12:59.3059510 PM","loader2.exe","572","Load Image","C:\Windows\System32\bcryptprimitives.dll","SUCCESS","Image Base: 0x7fff53940000, Image Size: 0x82000"
"12:12:59.3061376 PM","loader2.exe","572","RegOpenKey","HKLM\System\CurrentControlSet\Control\Lsa\FipsAlgorithmPolicy","REPARSE","Desired Access: Query Value"
"12:12:59.3061469 PM","loader2.exe","572","RegOpenKey","HKLM\System\CurrentControlSet\Control\Lsa\FipsAlgorithmPolicy","SUCCESS","Desired Access: Query Value"
"12:12:59.3061580 PM","loader2.exe","572","RegQueryValue","HKLM\System\CurrentControlSet\Control\Lsa\FipsAlgorithmPolicy\STE","NAME NOT FOUND","Length: 20"
"12:12:59.3061665 PM","loader2.exe","572","RegCloseKey","HKLM\System\CurrentControlSet\Control\Lsa\FipsAlgorithmPolicy","SUCCESS",""
"12:12:59.3061740 PM","loader2.exe","572","RegOpenKey","HKLM\System\CurrentControlSet\Control\Lsa\FipsAlgorithmPolicy","REPARSE","Desired Access: Query Value"
"12:12:59.3061797 PM","loader2.exe","572","RegOpenKey","HKLM\System\CurrentControlSet\Control\Lsa\FipsAlgorithmPolicy","SUCCESS","Desired Access: Query Value"
"12:12:59.3061863 PM","loader2.exe","572","RegQueryValue","HKLM\System\CurrentControlSet\Control\Lsa\FipsAlgorithmPolicy\Enabled","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"12:12:59.3061936 PM","loader2.exe","572","RegOpenKey","HKLM\System\CurrentControlSet\Control\Lsa","REPARSE","Desired Access: Query Value"
"12:12:59.3061993 PM","loader2.exe","572","RegOpenKey","HKLM\System\CurrentControlSet\Control\Lsa","SUCCESS","Desired Access: Query Value"
"12:12:59.3062071 PM","loader2.exe","572","RegQueryValue","HKLM\System\CurrentControlSet\Control\Lsa\FipsAlgorithmPolicy","NAME NOT FOUND","Length: 20"
"12:12:59.3062143 PM","loader2.exe","572","RegQueryValue","HKLM\System\CurrentControlSet\Control\Lsa\FipsAlgorithmPolicy\MDMEnabled","NAME NOT FOUND","Length: 20"
"12:12:59.3062203 PM","loader2.exe","572","RegCloseKey","HKLM\System\CurrentControlSet\Control\Lsa\FipsAlgorithmPolicy","SUCCESS",""
"12:12:59.3062257 PM","loader2.exe","572","RegCloseKey","HKLM\System\CurrentControlSet\Control\Lsa","SUCCESS",""
"12:12:59.3062319 PM","loader2.exe","572","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Policies\Microsoft\Cryptography\Configuration","REPARSE","Desired Access: Query Value"
"12:12:59.3062378 PM","loader2.exe","572","RegOpenKey","HKLM\System\CurrentControlSet\Policies\Microsoft\Cryptography\Configuration","NAME NOT FOUND","Desired Access: Query Value"
"12:12:59.3062829 PM","loader2.exe","572","RegCloseKey","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider\Microsoft Strong Cryptographic Provider","SUCCESS",""
"12:12:59.3062977 PM","loader2.exe","572","RegOpenKey","HKLM\System\CurrentControlSet\Control\ComputerName","REPARSE","Desired Access: Read"
"12:12:59.3063032 PM","loader2.exe","572","RegOpenKey","HKLM\System\CurrentControlSet\Control\ComputerName","SUCCESS","Desired Access: Read"
"12:12:59.3063111 PM","loader2.exe","572","RegOpenKey","HKLM\System\CurrentControlSet\Control\ComputerName\ActiveComputerName","SUCCESS","Desired Access: Read"
"12:12:59.3063187 PM","loader2.exe","572","RegQueryValue","HKLM\System\CurrentControlSet\Control\ComputerName\ActiveComputerName\ComputerName","SUCCESS","Type: REG_SZ, Length: 32, Data: DESKTOP-N46SBV9"
"12:12:59.3063255 PM","loader2.exe","572","RegCloseKey","HKLM\System\CurrentControlSet\Control\ComputerName\ActiveComputerName","SUCCESS",""
"12:12:59.3063314 PM","loader2.exe","572","RegOpenKey","HKLM\System\Setup","SUCCESS","Desired Access: Read"
"12:12:59.3063380 PM","loader2.exe","572","RegQueryValue","HKLM\SYSTEM\Setup\OOBEInProgress","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"12:12:59.3063455 PM","loader2.exe","572","RegCloseKey","HKLM\SYSTEM\Setup","SUCCESS",""
"12:12:59.3063504 PM","loader2.exe","572","RegOpenKey","HKLM\System\Setup","SUCCESS","Desired Access: Read"
"12:12:59.3063556 PM","loader2.exe","572","RegQueryValue","HKLM\SYSTEM\Setup\SystemSetupInProgress","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"12:12:59.3063610 PM","loader2.exe","572","RegCloseKey","HKLM\SYSTEM\Setup","SUCCESS",""
"12:12:59.3063658 PM","loader2.exe","572","RegCloseKey","HKLM\System\CurrentControlSet\Control\ComputerName","SUCCESS",""
"12:12:59.3065069 PM","loader2.exe","572","Load Image","C:\Windows\System32\sspicli.dll","SUCCESS","Image Base: 0x7fff53780000, Image Size: 0x32000"
"12:12:59.3066749 PM","loader2.exe","572","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"12:12:59.3066829 PM","loader2.exe","572","RegOpenKey","HKLM\Software\Microsoft\Rpc","SUCCESS","Desired Access: Read"
"12:12:59.3066943 PM","loader2.exe","572","RegQueryValue","HKLM\SOFTWARE\Microsoft\Rpc\MaxRpcSize","NAME NOT FOUND","Length: 16"
"12:12:59.3067033 PM","loader2.exe","572","RegCloseKey","HKLM\SOFTWARE\Microsoft\Rpc","SUCCESS",""
"12:12:59.3067299 PM","loader2.exe","572","RegOpenKey","HKLM\System\CurrentControlSet\Services\CCG","REPARSE","Desired Access: Read"
"12:12:59.3067375 PM","loader2.exe","572","RegOpenKey","HKLM\System\CurrentControlSet\Services\CCG","NAME NOT FOUND","Desired Access: Read"
"12:12:59.3067470 PM","loader2.exe","572","RegOpenKey","HKLM\System\CurrentControlSet\Services\CCG","REPARSE","Desired Access: Read"
"12:12:59.3067522 PM","loader2.exe","572","RegOpenKey","HKLM\System\CurrentControlSet\Services\CCG","NAME NOT FOUND","Desired Access: Read"
"12:12:59.3067616 PM","loader2.exe","572","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\loader2.exe","NAME NOT FOUND","Desired Access: Query Value, Enumerate Sub Keys"
"12:12:59.3067983 PM","loader2.exe","572","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"12:12:59.3068035 PM","loader2.exe","572","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows NT\Rpc","NAME NOT FOUND","Desired Access: Read"
"12:12:59.3068506 PM","loader2.exe","572","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"12:12:59.3068557 PM","loader2.exe","572","RegOpenKey","HKLM\Software\Microsoft\Rpc","SUCCESS","Desired Access: Query Value"
"12:12:59.3068626 PM","loader2.exe","572","RegQueryValue","HKLM\SOFTWARE\Microsoft\Rpc\IdleTimerWindow","NAME NOT FOUND","Length: 16"
"12:12:59.3068689 PM","loader2.exe","572","RegCloseKey","HKLM\SOFTWARE\Microsoft\Rpc","SUCCESS",""
"12:12:59.3070715 PM","loader2.exe","572","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"12:12:59.3070782 PM","loader2.exe","572","RegOpenKey","HKLM\System\CurrentControlSet\Control\Hvsi","REPARSE","Desired Access: Read"
"12:12:59.3070849 PM","loader2.exe","572","RegOpenKey","HKLM\System\CurrentControlSet\Control\Hvsi","NAME NOT FOUND","Desired Access: Read"
"12:12:59.3072525 PM","loader2.exe","572","Load Image","C:\Windows\System32\mswsock.dll","SUCCESS","Image Base: 0x7fff52f50000, Image Size: 0x6a000"
"12:12:59.3073790 PM","loader2.exe","572","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"12:12:59.3073866 PM","loader2.exe","572","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Services\WinSock2\Parameters","REPARSE","Desired Access: Read"
"12:12:59.3073938 PM","loader2.exe","572","RegOpenKey","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters","SUCCESS","Desired Access: Read"
"12:12:59.3074027 PM","loader2.exe","572","RegQueryValue","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\DisableSockPollConnFailureReturn","NAME NOT FOUND","Length: 16"
"12:12:59.3074105 PM","loader2.exe","572","RegCloseKey","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters","SUCCESS",""
"12:12:59.3074278 PM","loader2.exe","572","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"12:12:59.3074335 PM","loader2.exe","572","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Services\Winsock\Parameters","REPARSE","Desired Access: Read"
"12:12:59.3074390 PM","loader2.exe","572","RegOpenKey","HKLM\System\CurrentControlSet\Services\Winsock\Parameters","SUCCESS","Desired Access: Read"
"12:12:59.3074519 PM","loader2.exe","572","RegQueryValue","HKLM\System\CurrentControlSet\Services\Winsock\Parameters\Transports","BUFFER OVERFLOW","Length: 12"
"12:12:59.3074580 PM","loader2.exe","572","RegQueryValue","HKLM\System\CurrentControlSet\Services\Winsock\Parameters\Transports","SUCCESS","Type: REG_MULTI_SZ, Length: 82, Data: Tcpip, Tcpip6, afunix, Psched, vmbus, RFCOMM"
"12:12:59.3074642 PM","loader2.exe","572","RegCloseKey","HKLM\System\CurrentControlSet\Services\Winsock\Parameters","SUCCESS",""
"12:12:59.3074713 PM","loader2.exe","572","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"12:12:59.3074766 PM","loader2.exe","572","RegOpenKey","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Winsock","REPARSE","Desired Access: Read"
"12:12:59.3074822 PM","loader2.exe","572","RegOpenKey","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Winsock","SUCCESS","Desired Access: Read"
"12:12:59.3074954 PM","loader2.exe","572","RegQueryValue","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Winsock\Mapping","BUFFER OVERFLOW","Length: 12"
"12:12:59.3075016 PM","loader2.exe","572","RegQueryValue","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Winsock\Mapping","SUCCESS","Type: REG_BINARY, Length: 104, Data: 08 00 00 00 03 00 00 00 02 00 00 00 01 00 00 00"
"12:12:59.3075076 PM","loader2.exe","572","RegCloseKey","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Winsock","SUCCESS",""
"12:12:59.3075233 PM","loader2.exe","572","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"12:12:59.3075298 PM","loader2.exe","572","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Services\Winsock\Setup Migration\Providers","REPARSE","Desired Access: Read"
"12:12:59.3075368 PM","loader2.exe","572","RegOpenKey","HKLM\System\CurrentControlSet\Services\Winsock\Setup Migration\Providers","SUCCESS","Desired Access: Read"
"12:12:59.3075492 PM","loader2.exe","572","RegQueryKey","HKLM\System\CurrentControlSet\Services\Winsock\Setup Migration\Providers","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"12:12:59.3075546 PM","loader2.exe","572","RegOpenKey","HKLM\System\CurrentControlSet\Services\Winsock\Setup Migration\Providers\Tcpip","SUCCESS","Desired Access: Read"
"12:12:59.3075640 PM","loader2.exe","572","RegQueryValue","HKLM\System\CurrentControlSet\Services\Winsock\Setup Migration\Providers\Tcpip\WinSock 2.0 Provider ID","SUCCESS","Type: REG_BINARY, Length: 16, Data: A0 1A 0F E7 8B AB CF 11 8C A3 00 80 5F 48 A1 92"
"12:12:59.3075714 PM","loader2.exe","572","RegCloseKey","HKLM\System\CurrentControlSet\Services\Winsock\Setup Migration\Providers\Tcpip","SUCCESS",""
"12:12:59.3076192 PM","loader2.exe","572","RegCloseKey","HKLM\System\CurrentControlSet\Services\Winsock\Setup Migration\Providers","SUCCESS",""
"12:12:59.3076260 PM","loader2.exe","572","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"12:12:59.3076323 PM","loader2.exe","572","RegOpenKey","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Winsock","REPARSE","Desired Access: Read"
"12:12:59.3076386 PM","loader2.exe","572","RegOpenKey","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Winsock","SUCCESS","Desired Access: Read"
"12:12:59.3076470 PM","loader2.exe","572","RegQueryValue","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Winsock\MinSockaddrLength","SUCCESS","Type: REG_DWORD, Length: 4, Data: 16"
"12:12:59.3076533 PM","loader2.exe","572","RegQueryValue","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Winsock\MaxSockaddrLength","SUCCESS","Type: REG_DWORD, Length: 4, Data: 16"
"12:12:59.3076585 PM","loader2.exe","572","RegQueryValue","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Winsock\UseDelayedAcceptance","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"12:12:59.3076645 PM","loader2.exe","572","RegCloseKey","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Winsock","SUCCESS",""
"12:12:59.3092139 PM","loader2.exe","572","TCP Connect","DESKTOP-N46SBV9.localdomain:50165 -> 192.168.67.128:domain","SUCCESS","Length: 0, mss: 1460, sackopt: 1, tsopt: 0, wsopt: 1, rcvwin: 2102400, rcvwinscale: 8"
"12:12:59.3101699 PM","loader2.exe","572","TCP Send","DESKTOP-N46SBV9.localdomain:50165 -> 192.168.67.128:domain","SUCCESS","Length: 2, startime: 857457, endtime: 857457, seqnum: 0, connid: 0"
"12:12:59.3103524 PM","loader2.exe","572","TCP Send","DESKTOP-N46SBV9.localdomain:50165 -> 192.168.67.128:domain","SUCCESS","Length: 164, startime: 857457, endtime: 857457, seqnum: 0, connid: 0"
"12:12:59.3136426 PM","loader2.exe","572","TCP TCPCopy","DESKTOP-N46SBV9.localdomain:50165 -> 192.168.67.128:domain","SUCCESS","Length: 330, seqnum: 0, connid: 0"
"12:12:59.3139225 PM","loader2.exe","572","TCP Receive","DESKTOP-N46SBV9.localdomain:50165 -> 192.168.67.128:domain","SUCCESS","Length: 2, seqnum: 0, connid: 0"
"12:12:59.3139412 PM","loader2.exe","572","TCP Receive","DESKTOP-N46SBV9.localdomain:50165 -> 192.168.67.128:domain","SUCCESS","Length: 328, seqnum: 0, connid: 0"
"12:12:59.3146653 PM","loader2.exe","572","TCP Disconnect","DESKTOP-N46SBV9.localdomain:50165 -> 192.168.67.128:domain","SUCCESS","Length: 0, seqnum: 0, connid: 0"
"12:13:03.4999678 PM","loader2.exe","572","TCP Connect","DESKTOP-N46SBV9.localdomain:50166 -> 192.168.67.128:domain","SUCCESS","Length: 0, mss: 1460, sackopt: 1, tsopt: 0, wsopt: 1, rcvwin: 2102400, rcvwinscale: 8"
"12:13:03.5008476 PM","loader2.exe","572","TCP Send","DESKTOP-N46SBV9.localdomain:50166 -> 192.168.67.128:domain","SUCCESS","Length: 2, startime: 857876, endtime: 857876, seqnum: 0, connid: 0"
"12:13:03.5010317 PM","loader2.exe","572","TCP Send","DESKTOP-N46SBV9.localdomain:50166 -> 192.168.67.128:domain","SUCCESS","Length: 41, startime: 857876, endtime: 857876, seqnum: 0, connid: 0"
"12:13:03.5018631 PM","loader2.exe","572","TCP TCPCopy","DESKTOP-N46SBV9.localdomain:50166 -> 192.168.67.128:domain","SUCCESS","Length: 84, seqnum: 0, connid: 0"
"12:13:03.5022047 PM","loader2.exe","572","TCP Receive","DESKTOP-N46SBV9.localdomain:50166 -> 192.168.67.128:domain","SUCCESS","Length: 2, seqnum: 0, connid: 0"
"12:13:03.5022149 PM","loader2.exe","572","TCP Receive","DESKTOP-N46SBV9.localdomain:50166 -> 192.168.67.128:domain","SUCCESS","Length: 82, seqnum: 0, connid: 0"
"12:13:03.5028706 PM","loader2.exe","572","TCP Disconnect","DESKTOP-N46SBV9.localdomain:50166 -> 192.168.67.128:domain","SUCCESS","Length: 0, seqnum: 0, connid: 0"
"12:13:07.6567201 PM","loader2.exe","572","TCP Connect","DESKTOP-N46SBV9.localdomain:50167 -> 192.168.67.128:domain","SUCCESS","Length: 0, mss: 1460, sackopt: 1, tsopt: 0, wsopt: 1, rcvwin: 2102400, rcvwinscale: 8"
"12:13:07.6571654 PM","loader2.exe","572","TCP Send","DESKTOP-N46SBV9.localdomain:50167 -> 192.168.67.128:domain","SUCCESS","Length: 2, startime: 858291, endtime: 858292, seqnum: 0, connid: 0"
"12:13:07.6575342 PM","loader2.exe","572","TCP Send","DESKTOP-N46SBV9.localdomain:50167 -> 192.168.67.128:domain","SUCCESS","Length: 41, startime: 858291, endtime: 858292, seqnum: 0, connid: 0"
"12:13:07.6580350 PM","loader2.exe","572","TCP TCPCopy","DESKTOP-N46SBV9.localdomain:50167 -> 192.168.67.128:domain","SUCCESS","Length: 84, seqnum: 0, connid: 0"
"12:13:07.6582534 PM","loader2.exe","572","TCP Receive","DESKTOP-N46SBV9.localdomain:50167 -> 192.168.67.128:domain","SUCCESS","Length: 2, seqnum: 0, connid: 0"
"12:13:07.6582640 PM","loader2.exe","572","TCP Receive","DESKTOP-N46SBV9.localdomain:50167 -> 192.168.67.128:domain","SUCCESS","Length: 82, seqnum: 0, connid: 0"
"12:13:07.6592655 PM","loader2.exe","572","TCP Disconnect","DESKTOP-N46SBV9.localdomain:50167 -> 192.168.67.128:domain","SUCCESS","Length: 0, seqnum: 0, connid: 0"
"12:13:13.5784636 PM","loader2.exe","572","TCP Connect","DESKTOP-N46SBV9.localdomain:50168 -> 192.168.67.128:domain","SUCCESS","Length: 0, mss: 1460, sackopt: 1, tsopt: 0, wsopt: 1, rcvwin: 2102400, rcvwinscale: 8"
"12:13:13.5790551 PM","loader2.exe","572","TCP Send","DESKTOP-N46SBV9.localdomain:50168 -> 192.168.67.128:domain","SUCCESS","Length: 2, startime: 858884, endtime: 858884, seqnum: 0, connid: 0"
"12:13:13.5794356 PM","loader2.exe","572","TCP Send","DESKTOP-N46SBV9.localdomain:50168 -> 192.168.67.128:domain","SUCCESS","Length: 41, startime: 858884, endtime: 858884, seqnum: 0, connid: 0"
"12:13:13.5797824 PM","loader2.exe","572","TCP TCPCopy","DESKTOP-N46SBV9.localdomain:50168 -> 192.168.67.128:domain","SUCCESS","Length: 84, seqnum: 0, connid: 0"
"12:13:13.5798076 PM","loader2.exe","572","TCP Receive","DESKTOP-N46SBV9.localdomain:50168 -> 192.168.67.128:domain","SUCCESS","Length: 2, seqnum: 0, connid: 0"
"12:13:13.5798147 PM","loader2.exe","572","TCP Receive","DESKTOP-N46SBV9.localdomain:50168 -> 192.168.67.128:domain","SUCCESS","Length: 82, seqnum: 0, connid: 0"
"12:13:13.5801714 PM","loader2.exe","572","TCP Disconnect","DESKTOP-N46SBV9.localdomain:50168 -> 192.168.67.128:domain","SUCCESS","Length: 0, seqnum: 0, connid: 0"
"12:13:18.2807735 PM","loader2.exe","572","TCP Connect","DESKTOP-N46SBV9.localdomain:50169 -> 192.168.67.128:domain","SUCCESS","Length: 0, mss: 1460, sackopt: 1, tsopt: 0, wsopt: 1, rcvwin: 2102400, rcvwinscale: 8"
"12:13:18.2816981 PM","loader2.exe","572","TCP Send","DESKTOP-N46SBV9.localdomain:50169 -> 192.168.67.128:domain","SUCCESS","Length: 2, startime: 859354, endtime: 859354, seqnum: 0, connid: 0"
"12:13:18.2818561 PM","loader2.exe","572","TCP Send","DESKTOP-N46SBV9.localdomain:50169 -> 192.168.67.128:domain","SUCCESS","Length: 41, startime: 859354, endtime: 859354, seqnum: 0, connid: 0"
"12:13:18.2826769 PM","loader2.exe","572","TCP TCPCopy","DESKTOP-N46SBV9.localdomain:50169 -> 192.168.67.128:domain","SUCCESS","Length: 84, seqnum: 0, connid: 0"
"12:13:18.2830177 PM","loader2.exe","572","TCP Receive","DESKTOP-N46SBV9.localdomain:50169 -> 192.168.67.128:domain","SUCCESS","Length: 2, seqnum: 0, connid: 0"
"12:13:18.2830467 PM","loader2.exe","572","TCP Receive","DESKTOP-N46SBV9.localdomain:50169 -> 192.168.67.128:domain","SUCCESS","Length: 82, seqnum: 0, connid: 0"
"12:13:18.2841994 PM","loader2.exe","572","TCP Disconnect","DESKTOP-N46SBV9.localdomain:50169 -> 192.168.67.128:domain","SUCCESS","Length: 0, seqnum: 0, connid: 0"
"12:13:23.6575467 PM","loader2.exe","572","TCP Connect","DESKTOP-N46SBV9.localdomain:50170 -> 192.168.67.128:domain","SUCCESS","Length: 0, mss: 1460, sackopt: 1, tsopt: 0, wsopt: 1, rcvwin: 2102400, rcvwinscale: 8"
"12:13:23.6582184 PM","loader2.exe","572","TCP Send","DESKTOP-N46SBV9.localdomain:50170 -> 192.168.67.128:domain","SUCCESS","Length: 2, startime: 859892, endtime: 859892, seqnum: 0, connid: 0"
"12:13:23.6584097 PM","loader2.exe","572","TCP Send","DESKTOP-N46SBV9.localdomain:50170 -> 192.168.67.128:domain","SUCCESS","Length: 41, startime: 859892, endtime: 859892, seqnum: 0, connid: 0"
