"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"12:09:58.8170135 PM","loader2.exe","572","Process Start","","SUCCESS","Parent PID: 5144, Command line: ""C:\Users\test_user\Documents\loader2.exe"" , Current directory: C:\Users\test_user\Documents\, Environment: ;	=::=::\;	ALLUSERSPROFILE=C:\ProgramData;	APPDATA=C:\Users\test_user\AppData\Roaming;	CommonProgramFiles=C:\Program Files\Common Files;	CommonProgramFiles(x86)=C:\Program Files (x86)\Common Files;	CommonProgramW6432=C:\Program Files\Common Files;	COMPUTERNAME=DESKTOP-N46SBV9;	ComSpec=C:\Windows\system32\cmd.exe;	DriverData=C:\Windows\System32\Drivers\DriverData;	FPS_BROWSER_APP_PROFILE_STRING=Internet Explorer;	FPS_BROWSER_USER_PROFILE_STRING=Default;	HOMEDRIVE=C:;	HOMEPATH=\Users\test_user;	JAVA_HOME=C:\Java\jdk-21.0.2+13;	LOCALAPPDATA=C:\Users\test_user\AppData\Local;	LOGONSERVER=\\DESKTOP-N46SBV9;	NUMBER_OF_PROCESSORS=1;	OneDrive=C:\Users\test_user\OneDrive;	OS=Windows_NT;	Path=C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\Sysinternals;C:\Java\jdk-21.0.2+13\bin;C:\NASM;C:\MinGW\mingw64\bin;C:\Program Files\Git\cmd;C:\Program Files\dotnet\;C:\Sysinternals;C:\Users\test_user\AppData\Local\Microsoft\WindowsApps;C:\Users\test_user\AppData\Local\Programs\Microsoft VS Code\bin;C:\Users\test_user\.dotnet\tools;C:\Users\test_user\Downloads\DefenderCheck\DefenderCheck\DefenderCheck\bin\Release\net8.0-windows;	PATHEXT=.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC;	PROCESSOR_ARCHITECTURE=AMD64;	PROCESSOR_IDENTIFIER=Intel64 Family 6 Model 197 Stepping 2, GenuineIntel;	PROCESSOR_LEVEL=6;	PROCESSOR_REVISION=c502;	ProgramData=C:\ProgramData;	ProgramFiles=C:\Program Files;	ProgramFiles(x86)=C:\Program Files (x86);	ProgramW6432=C:\Program Files;	PSModulePath=C:\Program Files\WindowsPowerShell\Modules;C:\Windows\system32\WindowsPowerShell\v1.0\Modules;	PUBLIC=C:\Users\Public;	SESSIONNAME=Console;	SystemDrive=C:;	SystemRoot=C:\Windows;	TEMP=C:\Users\TEST_U~1\AppData\Local\Temp;	TMP=C:\Users\TEST_U~1\AppData\Local\Temp;	USERDOMAIN=DESKTOP-N46SBV9;	USERDOMAIN_ROAMINGPROFILE=DESKTOP-N46SBV9;	USERNAME=test_user;	USERPROFILE=C:\Users\test_user;	windir=C:\Windows"
"12:09:58.8170171 PM","loader2.exe","572","Thread Create","","SUCCESS","Thread ID: 6972"
"12:09:58.8259228 PM","loader2.exe","572","Load Image","C:\Users\test_user\Documents\loader2.exe","SUCCESS","Image Base: 0x7ff7afb60000, Image Size: 0xe000"
"12:09:58.8259490 PM","loader2.exe","572","Load Image","C:\Windows\System32\ntdll.dll","SUCCESS","Image Base: 0x7fff56210000, Image Size: 0x1f8000"
"12:09:58.8260757 PM","loader2.exe","572","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value"
"12:09:58.8261617 PM","loader2.exe","572","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value"
"12:09:58.8261765 PM","loader2.exe","572","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\RaiseExceptionOnPossibleDeadlock","NAME NOT FOUND","Length: 80"
"12:09:58.8261855 PM","loader2.exe","572","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS",""
"12:09:58.8261943 PM","loader2.exe","572","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager\Segment Heap","REPARSE","Desired Access: Query Value"
"12:09:58.8262001 PM","loader2.exe","572","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager\Segment Heap","NAME NOT FOUND","Desired Access: Query Value"
"12:09:58.8262256 PM","loader2.exe","572","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value, Enumerate Sub Keys"
"12:09:58.8262308 PM","loader2.exe","572","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys"
"12:09:58.8262384 PM","loader2.exe","572","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\ResourcePolicies","NAME NOT FOUND","Length: 24"
"12:09:58.8262462 PM","loader2.exe","572","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS",""
"12:09:58.8264636 PM","loader2.exe","572","Load Image","C:\Windows\System32\kernel32.dll","SUCCESS","Image Base: 0x7fff554c0000, Image Size: 0xc2000"
"12:09:58.8265569 PM","loader2.exe","572","Load Image","C:\Windows\System32\KernelBase.dll","SUCCESS","Image Base: 0x7fff53d00000, Image Size: 0x2f6000"
"12:09:58.8270539 PM","loader2.exe","572","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\Conhost.exe","NAME NOT FOUND","Desired Access: Query Value, Enumerate Sub Keys"
"12:09:58.8283692 PM","loader2.exe","572","RegOpenKey","HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-307119187-292841094-1427567385-1000","SUCCESS","Desired Access: All Access"
"12:09:58.8283811 PM","loader2.exe","572","RegQueryValue","HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-307119187-292841094-1427567385-1000\\Device\HarddiskVolume3\Windows\System32\conhost.exe","SUCCESS","Type: REG_BINARY, Length: 24, Data: 31 D3 D3 0A 4D F4 DC 01 00 00 00 00 00 00 00 00"
"12:09:58.8283960 PM","loader2.exe","572","RegSetValue","HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-307119187-292841094-1427567385-1000\\Device\HarddiskVolume3\Windows\System32\conhost.exe","SUCCESS","Type: REG_BINARY, Length: 24, Data: 95 DF DC 5A 4D F4 DC 01 00 00 00 00 00 00 00 00"
"12:09:58.8284625 PM","loader2.exe","572","RegCloseKey","HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-307119187-292841094-1427567385-1000","SUCCESS",""
"12:09:58.8284700 PM","loader2.exe","572","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager\BAM","REPARSE","Desired Access: Query Value"
"12:09:58.8284795 PM","loader2.exe","572","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager\BAM","NAME NOT FOUND","Desired Access: Query Value"
"12:09:58.8417470 PM","loader2.exe","572","Process Create","C:\Windows\System32\Conhost.exe","SUCCESS","PID: 7464, Command line: \??\C:\Windows\system32\conhost.exe 0xffffffff -ForceV1"
"12:09:59.0671024 PM","loader2.exe","572","RegOpenKey","HKLM\System\CurrentControlSet\Control\StateSeparation\RedirectionMap\Keys","REPARSE","Desired Access: Read"
"12:09:59.0671222 PM","loader2.exe","572","RegOpenKey","HKLM\System\CurrentControlSet\Control\StateSeparation\RedirectionMap\Keys","NAME NOT FOUND","Desired Access: Read"
"12:09:59.0671881 PM","loader2.exe","572","RegOpenKey","HKLM\System\CurrentControlSet\Control\Terminal Server","REPARSE","Desired Access: Read"
"12:09:59.0671949 PM","loader2.exe","572","RegOpenKey","HKLM\System\CurrentControlSet\Control\Terminal Server","SUCCESS","Desired Access: Read"
"12:09:59.0672044 PM","loader2.exe","572","RegQueryValue","HKLM\System\CurrentControlSet\Control\Terminal Server\TSAppCompat","NAME NOT FOUND","Length: 548"
"12:09:59.0672127 PM","loader2.exe","572","RegQueryValue","HKLM\System\CurrentControlSet\Control\Terminal Server\TSUserEnabled","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"12:09:59.0672395 PM","loader2.exe","572","RegCloseKey","HKLM\System\CurrentControlSet\Control\Terminal Server","SUCCESS",""
"12:09:59.0673650 PM","loader2.exe","572","RegOpenKey","HKLM\System\CurrentControlSet\Control\SafeBoot\Option","REPARSE","Desired Access: Query Value, Set Value"
"12:09:59.0673730 PM","loader2.exe","572","RegOpenKey","HKLM\System\CurrentControlSet\Control\SafeBoot\Option","NAME NOT FOUND","Desired Access: Query Value, Set Value"
"12:09:59.0673828 PM","loader2.exe","572","RegOpenKey","HKLM\System\CurrentControlSet\Control\Srp\GP\DLL","REPARSE","Desired Access: Read"
"12:09:59.0673882 PM","loader2.exe","572","RegOpenKey","HKLM\System\CurrentControlSet\Control\Srp\GP\DLL","NAME NOT FOUND","Desired Access: Read"
"12:09:59.0673970 PM","loader2.exe","572","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows\Safer\CodeIdentifiers","SUCCESS","Desired Access: Query Value"
"12:09:59.0674123 PM","loader2.exe","572","RegQueryValue","HKLM\SOFTWARE\Policies\Microsoft\Windows\safer\codeidentifiers\TransparentEnabled","NAME NOT FOUND","Length: 80"
"12:09:59.0674213 PM","loader2.exe","572","RegCloseKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\safer\codeidentifiers","SUCCESS",""
"12:09:59.0674304 PM","loader2.exe","572","RegOpenKey","HKCU\Software\Policies\Microsoft\Windows\Safer\CodeIdentifiers","NAME NOT FOUND","Desired Access: Query Value"
"12:09:59.0674510 PM","loader2.exe","572","RegOpenKey","HKLM\System\CurrentControlSet\Control\FileSystem\","REPARSE","Desired Access: Read"
"12:09:59.0674567 PM","loader2.exe","572","RegOpenKey","HKLM\System\CurrentControlSet\Control\FileSystem","SUCCESS","Desired Access: Read"
"12:09:59.0674640 PM","loader2.exe","572","RegQueryValue","HKLM\System\CurrentControlSet\Control\FileSystem\LongPathsEnabled","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"12:09:59.0674713 PM","loader2.exe","572","RegCloseKey","HKLM\System\CurrentControlSet\Control\FileSystem","SUCCESS",""
"12:09:59.0676303 PM","loader2.exe","572","Load Image","C:\Windows\System32\apphelp.dll","SUCCESS","Image Base: 0x7fff50f80000, Image Size: 0x94000"
"12:09:59.0677862 PM","loader2.exe","572","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags","SUCCESS","Desired Access: Query Value"
"12:09:59.0678028 PM","loader2.exe","572","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\LogFlags","NAME NOT FOUND","Length: 20"
"12:09:59.0678118 PM","loader2.exe","572","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags","SUCCESS",""
"12:09:59.0678617 PM","loader2.exe","572","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags","SUCCESS","Desired Access: Query Value"
"12:09:59.0678693 PM","loader2.exe","572","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\ShowDebugInfo","NAME NOT FOUND","Length: 20"
"12:09:59.0678754 PM","loader2.exe","572","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags","SUCCESS",""
"12:09:59.0681293 PM","loader2.exe","572","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders","SUCCESS","Desired Access: Query Value"
"12:09:59.0681432 PM","loader2.exe","572","RegQueryValue","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders\Cache","SUCCESS","Type: REG_SZ, Length: 122, Data: C:\Users\test_user\AppData\Local\Microsoft\Windows\INetCache"
"12:09:59.0681556 PM","loader2.exe","572","RegCloseKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders","SUCCESS",""
"12:09:59.0682397 PM","loader2.exe","572","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders","SUCCESS","Desired Access: Query Value"
"12:09:59.0682481 PM","loader2.exe","572","RegQueryValue","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders\Cache","SUCCESS","Type: REG_SZ, Length: 122, Data: C:\Users\test_user\AppData\Local\Microsoft\Windows\INetCache"
"12:09:59.0682558 PM","loader2.exe","572","RegCloseKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders","SUCCESS",""
"12:09:59.0683797 PM","loader2.exe","572","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value, Enumerate Sub Keys"
"12:09:59.0683879 PM","loader2.exe","572","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys"
"12:09:59.0683974 PM","loader2.exe","572","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\ResourcePolicies","NAME NOT FOUND","Length: 24"
"12:09:59.0684053 PM","loader2.exe","572","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS",""
"12:09:59.0685475 PM","loader2.exe","572","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders","SUCCESS","Desired Access: Query Value"
"12:09:59.0685561 PM","loader2.exe","572","RegQueryValue","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders\Cache","SUCCESS","Type: REG_SZ, Length: 122, Data: C:\Users\test_user\AppData\Local\Microsoft\Windows\INetCache"
"12:09:59.0685640 PM","loader2.exe","572","RegCloseKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders","SUCCESS",""
"12:09:59.0686533 PM","loader2.exe","572","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"12:09:59.0686624 PM","loader2.exe","572","RegOpenKey","HKCU\Control Panel\Desktop\MuiCached\MachineLanguageConfiguration","NAME NOT FOUND","Desired Access: Read"
"12:09:59.0686740 PM","loader2.exe","572","RegCloseKey","HKCU","SUCCESS",""
"12:09:59.0686802 PM","loader2.exe","572","RegOpenKey","HKLM\Software\Policies\Microsoft\MUI\Settings","NAME NOT FOUND","Desired Access: Read"
"12:09:59.0686902 PM","loader2.exe","572","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"12:09:59.0686976 PM","loader2.exe","572","RegOpenKey","HKCU\Software\Policies\Microsoft\Control Panel\Desktop","NAME NOT FOUND","Desired Access: Read"
"12:09:59.0687082 PM","loader2.exe","572","RegOpenKey","HKCU\Control Panel\Desktop\LanguageConfiguration","NAME NOT FOUND","Desired Access: Read"
"12:09:59.0687156 PM","loader2.exe","572","RegCloseKey","HKCU","SUCCESS",""
"12:09:59.0687216 PM","loader2.exe","572","RegOpenKey","HKLM\Software\Policies\Microsoft\MUI\Settings","NAME NOT FOUND","Desired Access: Read"
"12:09:59.0687299 PM","loader2.exe","572","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"12:09:59.0687369 PM","loader2.exe","572","RegOpenKey","HKCU\Software\Policies\Microsoft\Control Panel\Desktop","NAME NOT FOUND","Desired Access: Read"
"12:09:59.0687442 PM","loader2.exe","572","RegOpenKey","HKCU\Control Panel\Desktop","SUCCESS","Desired Access: Read"
"12:09:59.0687511 PM","loader2.exe","572","RegQueryValue","HKCU\Control Panel\Desktop\PreferredUILanguages","NAME NOT FOUND","Length: 12"
"12:09:59.0687596 PM","loader2.exe","572","RegCloseKey","HKCU\Control Panel\Desktop","SUCCESS",""
"12:09:59.0688374 PM","loader2.exe","572","RegCloseKey","HKCU","SUCCESS",""
"12:09:59.0688463 PM","loader2.exe","572","RegOpenKey","HKLM\Software\Policies\Microsoft\MUI\Settings","NAME NOT FOUND","Desired Access: Read"
"12:09:59.0688565 PM","loader2.exe","572","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"12:09:59.0688649 PM","loader2.exe","572","RegOpenKey","HKCU\Control Panel\Desktop\MuiCached","SUCCESS","Desired Access: Read"
"12:09:59.0688737 PM","loader2.exe","572","RegQueryValue","HKCU\Control Panel\Desktop\MuiCached\MachinePreferredUILanguages","BUFFER OVERFLOW","Length: 12"
"12:09:59.0689215 PM","loader2.exe","572","RegQueryValue","HKCU\Control Panel\Desktop\MuiCached\MachinePreferredUILanguages","SUCCESS","Type: REG_MULTI_SZ, Length: 12, Data: en-US"
"12:09:59.0689354 PM","loader2.exe","572","RegCloseKey","HKCU\Control Panel\Desktop\MuiCached","SUCCESS",""
"12:09:59.0689432 PM","loader2.exe","572","RegCloseKey","HKCU","SUCCESS",""
"12:09:59.0691442 PM","loader2.exe","572","Load Image","C:\Windows\System32\user32.dll","SUCCESS","Image Base: 0x7fff55e40000, Image Size: 0x1a1000"
"12:09:59.0692195 PM","loader2.exe","572","Load Image","C:\Windows\System32\win32u.dll","SUCCESS","Image Base: 0x7fff53cd0000, Image Size: 0x22000"
"12:09:59.0692893 PM","loader2.exe","572","Load Image","C:\Windows\System32\gdi32.dll","SUCCESS","Image Base: 0x7fff54aa0000, Image Size: 0x2b000"
"12:09:59.0693800 PM","loader2.exe","572","Load Image","C:\Windows\System32\gdi32full.dll","SUCCESS","Image Base: 0x7fff539d0000, Image Size: 0x119000"
"12:09:59.0694531 PM","loader2.exe","572","Load Image","C:\Windows\System32\msvcp_win.dll","SUCCESS","Image Base: 0x7fff538a0000, Image Size: 0x9d000"
"12:09:59.0695243 PM","loader2.exe","572","Load Image","C:\Windows\System32\ucrtbase.dll","SUCCESS","Image Base: 0x7fff54000000, Image Size: 0x100000"
"12:09:59.0695884 PM","loader2.exe","572","Thread Create","","SUCCESS","Thread ID: 1928"
"12:09:59.0703474 PM","loader2.exe","572","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions","REPARSE","Desired Access: Read"
"12:09:59.0703610 PM","loader2.exe","572","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions","SUCCESS","Desired Access: Read"
"12:09:59.0703762 PM","loader2.exe","572","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions\(Default)","SUCCESS","Type: REG_SZ, Length: 18, Data: 00060305"
"12:09:59.0703866 PM","loader2.exe","572","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions\000603xx","SUCCESS","Type: REG_SZ, Length: 26, Data: kernel32.dll"
"12:09:59.0708806 PM","loader2.exe","572","Load Image","C:\Windows\System32\imm32.dll","SUCCESS","Image Base: 0x7fff561a0000, Image Size: 0x2f000"
"12:09:59.0711965 PM","loader2.exe","572","RegOpenKey","HKLM\System\CurrentControlSet\Control\Error Message Instrument\","REPARSE","Desired Access: Read"
"12:09:59.0712054 PM","loader2.exe","572","RegOpenKey","HKLM\System\CurrentControlSet\Control\Error Message Instrument","NAME NOT FOUND","Desired Access: Read"
"12:09:59.0712563 PM","loader2.exe","572","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys"
"12:09:59.0712742 PM","loader2.exe","572","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\loader2.exe","NAME NOT FOUND","Desired Access: Query Value, Enumerate Sub Keys"
"12:09:59.0713042 PM","loader2.exe","572","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows\Display","NAME NOT FOUND","Desired Access: Read"
"12:09:59.0713487 PM","loader2.exe","572","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows\Display","NAME NOT FOUND","Desired Access: Read"
"12:09:59.0713586 PM","loader2.exe","572","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\loader2.exe","NAME NOT FOUND","Desired Access: Query Value, Enumerate Sub Keys"
"12:09:59.0713663 PM","loader2.exe","572","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows\Display","NAME NOT FOUND","Desired Access: Read"
"12:09:59.0713736 PM","loader2.exe","572","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows\Display","NAME NOT FOUND","Desired Access: Read"
"12:09:59.0713954 PM","loader2.exe","572","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\GRE_Initialize","SUCCESS","Desired Access: Read"
"12:09:59.0714058 PM","loader2.exe","572","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\GRE_Initialize\DisableMetaFiles","NAME NOT FOUND","Length: 20"
"12:09:59.0714148 PM","loader2.exe","572","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\GRE_Initialize","SUCCESS",""
"12:09:59.0714213 PM","loader2.exe","572","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\GRE_Initialize","SUCCESS","Desired Access: Read"
"12:09:59.0714284 PM","loader2.exe","572","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\GRE_Initialize\DisableUmpdBufferSizeCheck","NAME NOT FOUND","Length: 20"
"12:09:59.0714345 PM","loader2.exe","572","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\GRE_Initialize","SUCCESS",""
"12:09:59.0714728 PM","loader2.exe","572","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\loader2.exe","NAME NOT FOUND","Desired Access: Read"
"12:09:59.0714995 PM","loader2.exe","572","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows\Control Panel\Desktop","NAME NOT FOUND","Desired Access: Read"
"12:09:59.0715100 PM","loader2.exe","572","RegOpenKey","HKCU\Software\Policies\Microsoft\Windows\Control Panel\Desktop","NAME NOT FOUND","Desired Access: Read"
"12:09:59.0715247 PM","loader2.exe","572","RegOpenKey","HKCU\Control Panel\Desktop","SUCCESS","Desired Access: Read"
"12:09:59.0715354 PM","loader2.exe","572","RegQueryValue","HKCU\Control Panel\Desktop\EnablePerProcessSystemDPI","NAME NOT FOUND","Length: 20"
"12:09:59.0715456 PM","loader2.exe","572","RegCloseKey","HKCU\Control Panel\Desktop","SUCCESS",""
"12:09:59.0716525 PM","loader2.exe","572","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\Compatibility32","SUCCESS","Desired Access: Read"
"12:09:59.0716643 PM","loader2.exe","572","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Compatibility32\loader2","NAME NOT FOUND","Length: 172"
"12:09:59.0716746 PM","loader2.exe","572","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Compatibility32","SUCCESS",""
"12:09:59.0716849 PM","loader2.exe","572","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\IME Compatibility","NAME NOT FOUND","Desired Access: Read"
"12:09:59.0719255 PM","loader2.exe","572","RegOpenKey","HKLM","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read"
"12:09:59.0719415 PM","loader2.exe","572","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"12:09:59.0719498 PM","loader2.exe","572","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\Windows","SUCCESS","Desired Access: Read"
"12:09:59.0719618 PM","loader2.exe","572","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Windows\LoadAppInit_DLLs","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"12:09:59.0719732 PM","loader2.exe","572","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Windows","SUCCESS",""
"12:09:59.0719852 PM","loader2.exe","572","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\loader2.exe","NAME NOT FOUND","Desired Access: Query Value, Enumerate Sub Keys"
"12:10:59.0925730 PM","loader2.exe","572","Thread Exit","","SUCCESS","Thread ID: 1928, User Time: 0.0000000, Kernel Time: 0.0000000"
"12:12:59.3011288 PM","loader2.exe","572","Load Image","C:\Windows\System32\advapi32.dll","SUCCESS","Image Base: 0x7fff54bb0000, Image Size: 0xb1000"
"12:12:59.3012264 PM","loader2.exe","572","Load Image","C:\Windows\System32\msvcrt.dll","SUCCESS","Image Base: 0x7fff55220000, Image Size: 0x9e000"
"12:12:59.3013109 PM","loader2.exe","572","Thread Create","","SUCCESS","Thread ID: 6432"
"12:12:59.3013568 PM","loader2.exe","572","Load Image","C:\Windows\System32\sechost.dll","SUCCESS","Image Base: 0x7fff54230000, Image Size: 0x9f000"
"12:12:59.3014205 PM","loader2.exe","572","Load Image","C:\Windows\System32\rpcrt4.dll","SUCCESS","Image Base: 0x7fff55720000, Image Size: 0x120000"
"12:12:59.3014939 PM","loader2.exe","572","Load Image","C:\Windows\System32\bcrypt.dll","SUCCESS","Image Base: 0x7fff541b0000, Image Size: 0x27000"
"12:12:59.3020576 PM","loader2.exe","572","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value, Enumerate Sub Keys"
"12:12:59.3020774 PM","loader2.exe","572","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys"
"12:12:59.3020896 PM","loader2.exe","572","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\ResourcePolicies","NAME NOT FOUND","Length: 24"
"12:12:59.3021025 PM","loader2.exe","572","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS",""
"12:12:59.3024180 PM","loader2.exe","572","Load Image","C:\Windows\System32\ws2_32.dll","SUCCESS","Image Base: 0x7fff553b0000, Image Size: 0x6b000"
"12:12:59.3026935 PM","loader2.exe","572","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"12:12:59.3027031 PM","loader2.exe","572","RegOpenKey","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters","REPARSE","Desired Access: All Access"
"12:12:59.3027119 PM","loader2.exe","572","RegOpenKey","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters","ACCESS DENIED","Desired Access: All Access"
"12:12:59.3027310 PM","loader2.exe","572","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"12:12:59.3027364 PM","loader2.exe","572","RegOpenKey","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters","REPARSE","Desired Access: Read"
"12:12:59.3027420 PM","loader2.exe","572","RegOpenKey","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters","SUCCESS","Desired Access: Read"
"12:12:59.3027532 PM","loader2.exe","572","RegQueryValue","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\WinSock_Registry_Version","BUFFER OVERFLOW","Length: 16"
"12:12:59.3027613 PM","loader2.exe","572","RegQueryValue","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\WinSock_Registry_Version","SUCCESS","Type: REG_SZ, Length: 8, Data: 2.0"
"12:12:59.3027721 PM","loader2.exe","572","RegQueryKey","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"12:12:59.3027779 PM","loader2.exe","572","RegOpenKey","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\AppId_Catalog","SUCCESS","Desired Access: Read"
"12:12:59.3027969 PM","loader2.exe","572","RegQueryKey","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\AppId_Catalog","SUCCESS","Query: HandleTags, HandleTags: 0x0"
